set_id,design_group,model,reps,seed,t_end,Q0,A0,P0,N0,M0,G0,k_qa,k_aq,b_a,d_a,b_p,k_pn,d_p,k_nm,d_n,k_mg,d_m,d_g,eff_mean,eff_cv,tx_activation,tx_prolif,tx_maturation,tx_integration,tx_eff,tx_survival,tau
S002629,structural_integration,integration,3,2650268715,56.0,60,4,8,10,15,12,0.015038417081775831,0.07204553435246643,0.28361179543128906,0.016313407782661365,0.1040046556369022,0.1632000235575006,0.14883407944425833,0.12066611860198312,0.026100427918926528,0.042954434558504666,0.00940216425686345,0.004388237202844642,0.833366738651816,0.44122976187430907,1.2111298950228946,1.0339514819003581,1.495405666154261,0.9540842427981712,1.1531386199745133,0.9075283056851849,14.0
S002630,structural_integration,integration,3,2651268718,56.0,60,4,8,10,15,12,0.012476195482843401,0.0740289494839575,0.18472145032897777,0.03007474549372632,0.15114212312260508,0.1950996124207909,0.10575463917114455,0.04576912839639059,0.06134981824625393,0.07362399623029657,0.008053155227721244,0.0012254774154895455,0.7675988524668946,0.10869599490936616,1.1334928581654296,1.099960815191859,1.114677523571881,1.0865376014120955,1.18825676413984,0.9159322782604691,14.0
S002631,structural_integration,integration,3,2652268721,56.0,60,4,8,10,15,12,0.02651312352367579,0.04268020966581794,0.15568251716225562,0.03224814484620018,0.1725494333237049,0.15279888875002454,0.16560553780513376,0.04587634046776534,0.02327036087747032,0.02727743014101625,0.00954315530325636,0.011524801260670027,0.35676368026823346,0.17443220262903125,1.1982296526964462,1.1474787024310245,0.9041189146852519,1.341224747368571,0.9410514534747856,0.9931881937744307,14.0
S002632,structural_integration,integration,3,2653268724,56.0,60,4,8,10,15,12,0.01529095988284102,0.07843281613774884,0.2112415766716206,0.048586762731501074,0.1771309221656438,0.25643231442327086,0.12531469679358764,0.11123556692338506,0.044101551271000315,0.025273769435212815,0.01094288511239727,0.008218577793668854,0.6659684324819718,0.28091749516550923,1.2363251165121423,1.0985512280375684,0.9877803684087425,1.3556012730311227,1.102599968100259,0.8447090673946358,14.0
S002633,structural_integration,integration,3,2654268727,56.0,60,4,8,10,15,12,0.015423204081955357,0.07588122186799498,0.18753716767751563,0.03246451742314813,0.16245769782325312,0.2916773719029652,0.09263972712934607,0.09542110089986174,0.02817629514637824,0.043434675527027795,0.015274942255551411,0.002464203250479482,0.7651953293778835,0.3300775903198925,0.9722690363836676,1.1886976832620133,1.3177443201051775,0.8890608245102167,1.0608739053553857,0.9589858919476774,14.0
S002634,structural_integration,integration,3,2655268730,56.0,60,4,8,10,15,12,0.013355085845108819,0.07512816734796102,0.245604555475652,0.01971916334478256,0.13446509196718975,0.15840460394279945,0.14076093289500052,0.11704934154629086,0.05827614082960032,0.053646322033703356,0.010628630202848939,0.007042465103060783,0.5625601312423189,0.12871029605716117,0.9620685925143386,1.1769470439505252,0.9224330015616684,1.3581826197628792,0.9288305243743099,0.9004265835745684,14.0
S002635,structural_integration,integration,3,2656268733,56.0,60,4,8,10,15,12,0.027565558965767248,0.038470750388346464,0.29819261589793594,0.046154439267493505,0.10338971334416075,0.20308804136301642,0.06578808301087383,0.07411836913032126,0.043624970619059365,0.05752116467869538,0.020473607483262827,0.007452156691792473,0.8722455888036449,0.43164604387623184,1.1212607254453644,1.1562027264747718,1.0718441061761246,1.3678707128063423,0.9279707707572796,1.0158815698715733,14.0
S002636,structural_integration,integration,3,2657268736,56.0,60,4,8,10,15,12,0.020615856404094333,0.03029629573682708,0.20699284837237736,0.053222582495841525,0.13372465709726214,0.18569078985427506,0.12847981989906113,0.09360489000049106,0.0568649375747752,0.07725254060680593,0.044604359349191894,0.0011561437263426426,0.8884882202811156,0.30336033567354304,1.0978090210973492,1.064369482724701,1.2495557008554778,0.874775548149648,1.1471292775111437,0.8654672194000768,14.0
S002637,structural_integration,integration,3,2658268739,56.0,60,4,8,10,15,12,0.01862009894532381,0.08397359288332777,0.1657963115418721,0.02905357401650574,0.12584754966866282,0.19639010745549582,0.060422335508794056,0.06406563615250861,0.044948972448997294,0.024815572168366645,0.011049372938778411,0.0035505197184867846,0.3796356386383048,0.11799759188701027,1.317484334704658,1.1705278535974373,0.966501278263005,0.913908774018335,1.1290240809507506,0.817228029275862,14.0
S002638,structural_integration,integration,3,2659268742,56.0,60,4,8,10,15,12,0.012497710795825718,0.03926271789472973,0.28816958826232647,0.057534168586315416,0.136154861872517,0.24480837023594965,0.06884253356733702,0.06269531605930483,0.028516565445947602,0.02132495794992274,0.011166356358843495,0.00839207954332532,0.5246118982103958,0.36402534509352336,1.0872885248459454,1.0562954277014436,1.4421724897023298,1.2705470289910479,0.8978063319793136,0.8715279385226438,14.0
S002639,structural_integration,integration,3,2660268745,56.0,60,4,8,10,15,12,0.03460369963714178,0.0728750043780572,0.1326657082985316,0.026420283683055733,0.11398448680613703,0.23527450099336922,0.06822679306769779,0.1296846796097279,0.03690618237914924,0.03258108626911271,0.0383675768351428,0.005560891964715351,0.7040090514384735,0.2284101359369239,1.1258545459699896,1.282373774127707,1.2379131604616935,0.9230818713537318,1.2543960440152018,0.9316682163877411,14.0
S002640,structural_integration,integration,3,2661268748,56.0,60,4,8,10,15,12,0.030076591797907948,0.03242740386611781,0.14442493964463624,0.024978729050180015,0.136571625286263,0.2373096086531625,0.09932702117128804,0.07845052096809049,0.041958667302697025,0.04804187984769507,0.0238955598161112,0.006490060078176469,0.5299797952620614,0.4278703999314335,1.030532639439404,1.2000513515708306,1.2953188176965158,1.2961178180282324,1.009269853346634,0.7440783623901984,14.0
S002641,structural_integration,integration,3,2662268751,56.0,60,4,8,10,15,12,0.022190801918604057,0.08292044294512557,0.13920008096795322,0.03577232389892491,0.1256644168390663,0.1533908073177183,0.09407482313724636,0.058833472910857595,0.035727682622566405,0.03683460204613168,0.0274825204542334,0.010497499849287887,0.5137362627047881,0.3870482011136953,1.2178935919289056,1.2444716489331293,1.4759949400422776,0.932179299904408,1.137103524006048,0.8041030743220727,14.0
S002642,structural_integration,integration,3,2663268754,56.0,60,4,8,10,15,12,0.017447998680725125,0.04510904422995043,0.12833230192609615,0.016873335317512304,0.12196881995008498,0.22113179527981772,0.1455931526749126,0.0723459511279565,0.07526619071127659,0.056495724304941194,0.028421235860060564,0.00718780526598897,0.8033201962740193,0.20510320148476754,1.3169623560635746,1.2547393048384605,0.9966829680867929,0.9024098835963777,1.1613767719930315,0.9009991860610171,14.0
S002643,structural_integration,integration,3,2664268757,56.0,60,4,8,10,15,12,0.017359305302787943,0.0701467684534591,0.19579757266114112,0.025081967992117475,0.17635529609816544,0.14347957578481785,0.17683076574766932,0.0772886017431574,0.022822813160578784,0.06724891512351966,0.021332966280457964,0.002842906319933062,0.6143242032082524,0.4118603798176741,1.0105003157154762,1.0130623369368084,0.9888359144836916,1.243653544967482,1.1844679477872395,0.9650474508043633,14.0
S002644,structural_integration,integration,3,2665268760,56.0,60,4,8,10,15,12,0.026071586379232303,0.05826715771705425,0.301519523935181,0.024361204811975713,0.1845630406549593,0.28433785483405477,0.152792260624584,0.0922754780594675,0.0537937584953191,0.03306768958562654,0.026526126219815413,0.006834325563260173,0.6518908171112712,0.43543100469362217,1.3241602699163688,1.082032558580117,1.3503848324877514,0.9067425468983396,0.861942934460754,0.8748206263356829,14.0
S002645,structural_integration,integration,3,2666268763,56.0,60,4,8,10,15,12,0.012086317119196768,0.031085850021770778,0.14879662527749157,0.023990462399076536,0.20252361452600362,0.2596396823450265,0.13169522319201532,0.10307656138640066,0.02435500054520889,0.06060155840920203,0.020965118998570367,0.01012238298539524,0.3888540268139817,0.14068739352791446,1.2768114554194632,1.1752087464648893,1.4985524524057166,1.0215687051898066,0.924307957280776,0.7982200656438444,14.0
S002646,structural_integration,integration,3,2667268766,56.0,60,4,8,10,15,12,0.026917574623243123,0.0370476405122034,0.28524158481833506,0.04849415386950885,0.10629383973720419,0.26954790114851124,0.07565434248929305,0.09685718540365539,0.024134059401577663,0.062080809377659814,0.009298308208981065,0.002305646430229661,0.8998316833456984,0.12796370515335254,1.0021722022883133,1.2511540942447423,0.9781863530279685,1.2885567855436522,1.3615700864843097,0.8936913280005367,14.0
S002647,structural_integration,integration,3,2668268769,56.0,60,4,8,10,15,12,0.012073727789747456,0.037494903410223095,0.26934594626898234,0.03107731730701622,0.10861009379745185,0.2405999017530061,0.11140101155996761,0.05008929931192718,0.021563152239075983,0.03448546366530153,0.029706351509142935,0.0025910234726575854,0.4606492475634936,0.44878018746383885,1.2128337947729797,1.091548344430662,0.9984324566402636,0.9373251203467605,1.2827885124995253,0.9148004001617613,14.0
S002648,structural_integration,integration,3,2669268772,56.0,60,4,8,10,15,12,0.012843092897775995,0.0703621105235158,0.3084085939258549,0.020805866294550557,0.17173193176520102,0.14402185505395282,0.09033129551358128,0.0673790392463588,0.046050685407403015,0.04057181187779206,0.021814051792313504,0.003231468537721164,0.7267904557396909,0.22015743595960877,1.1483158833869171,1.23162855185402,1.3476726053655403,0.9350004777041089,0.9310636524654519,0.9738200396381933,14.0
S002649,structural_integration,integration,3,2670268775,56.0,60,4,8,10,15,12,0.02750150816445876,0.07231043714678335,0.13352130462567582,0.04007076277364523,0.19497481779433104,0.18419884045126275,0.10729697609825266,0.08133940801537227,0.0331273924367992,0.065982322161498,0.023827711365216737,0.003563096377751347,0.484759049768116,0.3446273368457352,1.171399913974352,1.1418958140564217,1.2773034618076609,1.2193612115300159,0.964195032963314,0.8190334856849344,14.0
S002650,structural_integration,integration,3,2671268778,56.0,60,4,8,10,15,12,0.02827684035233152,0.04831347299121602,0.23630093688434098,0.03335599577661664,0.11974111547415603,0.2614138748738838,0.07769433493859138,0.11619810695560477,0.021117739405841652,0.020452442186361997,0.022564344552919672,0.002236503662414516,0.5107398690519993,0.2827503262630301,0.9655442112567577,1.1661268606533226,1.0404560913369356,1.0787090535436412,0.8811987992471403,0.7702836388189984,14.0
S002651,structural_integration,integration,3,2672268781,56.0,60,4,8,10,15,12,0.024963640429371183,0.03034456833909805,0.2294789951600888,0.01859426702063031,0.1896947562507445,0.14316431703924135,0.1452005037774465,0.0791057274924421,0.0328380202173673,0.02808775680512176,0.024495690617443007,0.005291181250933475,0.8373853609818466,0.27273646680049846,1.0478736571027145,1.2362505327678515,1.1662544040492782,1.4124588853508584,0.9332585586107598,0.9870512050447678,14.0
S002652,structural_integration,integration,3,2673268784,56.0,60,4,8,10,15,12,0.017237269790078072,0.04872057808919045,0.2339510097352899,0.05091361291555141,0.12514100349760626,0.26067227438775986,0.07192210878302148,0.10941546244213021,0.06169954086102737,0.0695365612210005,0.023207721242897873,0.0020134737334373226,0.7637236359676363,0.27037219266392454,1.0419536901903101,1.0285466112152837,1.2518472915600665,1.2486649057252008,0.9385448295445409,0.9763117582192468,14.0
S002653,structural_integration,integration,3,2674268787,56.0,60,4,8,10,15,12,0.018237442342928133,0.04212751267090992,0.13457262927502653,0.021388997242051525,0.1226701233460549,0.26797712302349463,0.12216524665754369,0.05909539587195429,0.020063524067667187,0.036479162021750444,0.019261352940746126,0.0034846255789755466,0.7881499882396082,0.17099616148895447,1.0119188470959752,1.0813052554397495,1.0855932189183113,1.1364330320142322,1.0719840007324546,1.0191011147413123,14.0
S002654,structural_integration,integration,3,2675268790,56.0,60,4,8,10,15,12,0.029291855226868013,0.07899194788699848,0.19090993697873054,0.030885189009911294,0.10009349661441982,0.290350033060959,0.11088351462757265,0.08094556048132857,0.024423773476430325,0.08331653355530295,0.028648278250238704,0.010067177292085297,0.6692141628892412,0.4004773522425935,0.9932166325155297,1.2060268462980228,1.416584839630485,1.1673133724674338,0.9226808172646412,0.7310730123063068,14.0
S002655,structural_integration,integration,3,2676268793,56.0,60,4,8,10,15,12,0.018099795589799957,0.08189878901483787,0.12686248100178177,0.03441104650507171,0.2137867798621669,0.2306087187151367,0.13470940465011058,0.106047029603872,0.07037962274726439,0.022972970762850195,0.040921514865051245,0.001495969354115615,0.4196296227144548,0.1458588054927638,1.0004262621180613,1.193101594981357,0.9109940856567451,1.2974519143187138,0.9775549382212432,0.7523373420976707,14.0
S002656,structural_integration,integration,3,2677268796,56.0,60,4,8,10,15,12,0.014525638278761932,0.07732719583218528,0.16111745667999428,0.030299929590302203,0.10315122135849665,0.23774193743325053,0.10878910784736708,0.0755700939351034,0.048658563623213254,0.061681574959533726,0.017806918864421428,0.0030568075786070697,0.6592573884599521,0.3288187030864199,1.129325253595668,0.989412144853621,0.9304078259767253,1.0790694272058183,0.9129758407492063,0.8179118343061992,14.0
S002657,structural_integration,integration,3,2678268799,56.0,60,4,8,10,15,12,0.032436373584786606,0.05260701276541395,0.16859033283514785,0.03924521332572421,0.11282053269194343,0.22563916894784716,0.17020557723043567,0.08522957459092685,0.08026689001985757,0.020060014492637262,0.00965664895716987,0.004986353145796049,0.7532604751356216,0.3201181320479263,0.9862887821309413,1.0796711691714407,1.0969924012701648,1.2011085136640738,1.3031662980132728,0.9879758946027565,14.0
S002658,structural_integration,integration,3,2679268802,56.0,60,4,8,10,15,12,0.02407426894490661,0.04677475152880387,0.21552147576531852,0.029776365701273316,0.14677532204001895,0.22281638690132088,0.15939483044776157,0.1080580889586759,0.05171449396025155,0.06288771824268573,0.037917405034755686,0.0012617660927712198,0.3912088254904697,0.39236576297208614,1.1458099174488794,0.9706658431977063,1.3025982208378006,1.1252578794122894,1.2463058854095241,0.7358300957782897,14.0
S002659,structural_integration,integration,3,2680268805,56.0,60,4,8,10,15,12,0.030163874844612498,0.030959345037077937,0.17122675262370848,0.017466141539166428,0.1917203750231354,0.24696948787523781,0.0831939450725878,0.058345076364981006,0.0292229057596219,0.06132258215931632,0.011249794680951823,0.006285454135143663,0.8159951116820104,0.2770501987331996,0.97371484145982,1.046500449761405,1.144032391542281,1.148461466164869,1.326561444692761,0.7375141981230197,14.0
S002660,structural_integration,integration,3,2681268808,56.0,60,4,8,10,15,12,0.013239644188034883,0.040577899061752416,0.2722390341175313,0.0316932752447399,0.11665899024801252,0.2855213025349858,0.11846810500461037,0.05587597365449277,0.03681781391537897,0.06996964445996749,0.03552965633982747,0.0011402275555758732,0.4771406295141508,0.43679906380914735,1.1087751447752476,1.0871680450855605,1.1128983573220983,1.1516385105106768,0.9354952952990643,0.7408387852955097,14.0
S002661,structural_integration,integration,3,2682268811,56.0,60,4,8,10,15,12,0.013211008884639684,0.030743510303218126,0.1301063785131637,0.015430686173919645,0.12777083846414578,0.17424458036522536,0.07990860097247772,0.08677969389885436,0.044473641873392464,0.021146275598531186,0.016322550237943084,0.0037104071303067977,0.5762873967678388,0.2066332484201468,0.9909494835407934,1.20079268202582,1.2345618444896669,1.0385230622523474,1.0905343830755851,0.8567538158860127,14.0
S002662,structural_integration,integration,3,2683268814,56.0,60,4,8,10,15,12,0.03228724342878917,0.056943647822209675,0.3111720499300404,0.031208842629302232,0.11371806057671484,0.2981345103178529,0.15503898865981997,0.05991217481132595,0.05220162753663959,0.04838860643550343,0.04499909132847858,0.0032741375375818136,0.6171403908922142,0.1950164037445276,1.0582002492233922,1.2276806678293366,1.01194611909605,0.8702887850209893,0.9424433024424503,0.7222961520872693,14.0
S002663,structural_integration,integration,3,2684268817,56.0,60,4,8,10,15,12,0.03267410079527473,0.07177428274951494,0.17216476049315343,0.043434565936496874,0.13414261102779118,0.2547254190131778,0.06321463202076624,0.0873173974909451,0.023964731809402194,0.020794929136119307,0.015889562624612635,0.0018084528181908422,0.7760743269654884,0.31034444998619554,1.1229880048942047,1.139272351483478,1.3913599736508173,1.322567983009626,1.2316690773917367,1.0221132791346077,14.0
S002664,structural_integration,integration,3,2685268820,56.0,60,4,8,10,15,12,0.03362914651174414,0.04378025688224222,0.28603906049921984,0.038861792220490854,0.13779968578821963,0.16804108518776478,0.13009755741479573,0.07318341464207274,0.03865271370440949,0.07090780560282002,0.018088049310601,0.005038991518053077,0.578964476479647,0.23775626817471138,1.1662897360420834,1.2707372367382512,1.4292638982767414,1.047106078478081,1.2128043899935133,0.8206839298662268,14.0
S002665,structural_integration,integration,3,2686268823,56.0,60,4,8,10,15,12,0.019554788532314578,0.03092216608440194,0.29912813311157554,0.05028036622386474,0.15793790118607,0.2766356100626126,0.09705324179738276,0.10650077872260898,0.02677676983370808,0.02749793885765603,0.008037159955117125,0.008178714296546404,0.3963140762999209,0.3758387490347874,1.0445411475519424,1.1265431932126986,1.3369629954882356,0.9954194150981576,0.9958719056140853,1.0238077544954112,14.0
S002666,structural_integration,integration,3,2687268826,56.0,60,4,8,10,15,12,0.02382494489274684,0.04955644116942574,0.13998293292561373,0.017097089258309186,0.1401637002633813,0.2864506527176706,0.17048908954457806,0.07872168491100728,0.06037153997482402,0.023038777105788978,0.015621358802906127,0.0030286304333368335,0.863292284611328,0.2415894533960128,1.1072466665120513,0.9781413417953808,0.9335097224721131,0.9746593377100593,1.36661659219417,0.8778025342524733,14.0
S002667,structural_integration,integration,3,2688268829,56.0,60,4,8,10,15,12,0.019176093621650406,0.0315918504592557,0.17612420881129012,0.017230449611255562,0.14104400125282407,0.19067453709685334,0.07171045894554297,0.07663246319670149,0.04093045955274692,0.021723601316508356,0.04445610421395683,0.003153937836558096,0.7701758182524536,0.31285768887319776,1.0145183098960846,1.2973631084507125,1.177538271941411,1.2853495815898326,1.1221138246656355,1.0091849327155724,14.0
S002668,structural_integration,integration,3,2689268832,56.0,60,4,8,10,15,12,0.024062092839999043,0.05980985382267813,0.22892270051551705,0.059958827616545064,0.10608681149553069,0.23884424466148552,0.16752694263763215,0.08259962132251414,0.06454312629027872,0.036037120182182227,0.021196175700030694,0.0015315220419863489,0.7565266095581378,0.3487532796562257,1.336420747358775,1.0572087067046332,1.1497255683698395,1.2057301258288484,0.8511077139857925,0.9192360705433958,14.0
S002669,structural_integration,integration,3,2690268835,56.0,60,4,8,10,15,12,0.028159204866578674,0.05405896946184984,0.23832243370133308,0.04259125208893791,0.18049623032736836,0.23641639655857413,0.07680191617257544,0.06940891511661564,0.04342314453669021,0.08244338835287537,0.033045008751062394,0.003388280365652094,0.8377675262793908,0.2645828497595293,1.2881562281919563,1.0053566649625003,1.1391586128761109,1.0847647919325258,0.9590271199337271,0.8240530527208536,14.0
S002670,structural_integration,integration,3,2691268838,56.0,60,4,8,10,15,12,0.02584430152975242,0.058029225798177674,0.24375047739209213,0.039893887538890456,0.15193657366532912,0.1754682817363932,0.084124254376839,0.0683708279933136,0.02139597926179645,0.056276037791215074,0.009825490928598522,0.004367122504196593,0.3811990169814544,0.3384718228684278,1.2746577152523917,1.0454164174102827,1.286344100043759,1.4148767949175753,1.041312823164826,0.9241481397370167,14.0
S002671,structural_integration,integration,3,2692268841,56.0,60,4,8,10,15,12,0.016431181809769844,0.04825153413668697,0.28039393698626214,0.033826314898906217,0.21541900154270102,0.19836939864781358,0.14112558578036297,0.053338042975387315,0.08083966769435257,0.030372317719897818,0.019333584380591667,0.011695821545891766,0.779668786951399,0.1800752487796307,1.1091433624196019,1.1346569830175806,0.9524847659423055,1.325192159895889,1.1721873055699874,0.9106657165660985,14.0
S002672,structural_integration,integration,3,2693268844,56.0,60,4,8,10,15,12,0.03165195762382756,0.05422089687493791,0.24495514687055536,0.027129341644992287,0.18130509605703887,0.24223212904989558,0.0762676180561123,0.04910284991099034,0.031761378536855386,0.06102943570574551,0.013207160718626392,0.00869956856619785,0.6417406099454559,0.1693342362505861,0.9860483945426316,1.1190586255342982,1.150266068093199,1.1231424423776106,1.345630986387599,0.8547069262876306,14.0
S002673,structural_integration,integration,3,2694268847,56.0,60,4,8,10,15,12,0.027995989851819635,0.047976851131869676,0.1823715389762911,0.017495826396533017,0.20727113807248215,0.1700812920547311,0.10624663724139072,0.11187426589577602,0.03804709143049089,0.03067214812152501,0.011924350887733335,0.0014136487165671717,0.8603617546705051,0.4384586064080135,1.075238485405953,1.1353362964777627,1.319064318334872,1.4413648330595952,0.9753916463851355,0.8645997997451552,14.0
S002674,structural_integration,integration,3,2695268850,56.0,60,4,8,10,15,12,0.029965047064053285,0.05482318582834424,0.13153563966588774,0.018452837538251957,0.12000792313153252,0.21167589927797875,0.1262107446628082,0.06977726415624241,0.027630540730537282,0.05237674002462292,0.03923933237450184,0.007664338806168784,0.7446335909759885,0.38846096419945564,1.1659621662899595,1.2173285780718375,1.1716748630385483,1.328511740675894,0.9189775311621188,0.8526550789679329,14.0
S002675,structural_integration,integration,3,2696268853,56.0,60,4,8,10,15,12,0.012830702393399,0.0604622420327675,0.21922657506243604,0.022610099865013857,0.13336999457962664,0.2796772411097038,0.1326499464426226,0.05754257209833248,0.060126887707674846,0.03282532738548542,0.017957668208052516,0.004814175587105804,0.6912289857833132,0.20800303419661692,1.2952025060933268,1.25016419721389,1.2983828961166628,1.2205813041172546,1.20707569565811,0.77174238153766,14.0
S002676,structural_integration,integration,3,2697268856,56.0,60,4,8,10,15,12,0.031170655297755683,0.054991458748731174,0.30250480961572856,0.024525184168314975,0.10828012658149117,0.1727240480875977,0.15083355037922733,0.05481631776146214,0.06210921430368614,0.050648992508531526,0.011039699926484051,0.0014273235097217165,0.8266589741773555,0.21355105455723655,1.0760800188667112,1.2901452247997878,1.2217910784067332,1.117511926410758,1.1522462906761837,0.7501800302767639,14.0
S002677,structural_integration,integration,3,2698268859,56.0,60,4,8,10,15,12,0.0166563812625887,0.07142966023953645,0.12947929906327937,0.015331633671533923,0.11862345304946334,0.17792073126987237,0.12418873502827164,0.07024681658258757,0.05471702657851243,0.05291025814811071,0.023298445639161506,0.00144946543205792,0.5566591387427526,0.19322186727780793,1.0457463621489622,1.1234923429817703,1.1792908527074517,1.426762118325184,0.9093510944259519,0.9124359892911809,14.0
S002678,structural_integration,integration,3,2699268862,56.0,60,4,8,10,15,12,0.016995127887872784,0.07777877535225844,0.13596798083062692,0.04020603166617634,0.13936065435852574,0.15618999140071818,0.07699793554443601,0.08376813864450698,0.02418632357998345,0.06875145478330208,0.030613542950378752,0.001063247155153887,0.5409743898122011,0.251892370417269,1.276184763635634,0.9862989294902391,1.1609924066607875,1.1416500979583935,1.1193665316937853,0.7767280049621007,14.0
S002679,structural_integration,integration,3,2700268865,56.0,60,4,8,10,15,12,0.020378890301498104,0.06263132974473407,0.17334558681844334,0.02119607535207867,0.13463090027475486,0.18091027749615526,0.061643532236675215,0.056318315937009804,0.02606906040260984,0.046485639472824,0.03139936021714428,0.001872389737236242,0.40148697711769166,0.13542824938122394,1.2062319194830466,1.279619459464328,1.135165599324794,0.8518563727505136,0.8768589920676122,0.850911536103838,14.0
S002680,structural_integration,integration,3,2701268868,56.0,60,4,8,10,15,12,0.02160192285434809,0.03486760953703445,0.2181871846460365,0.03741471104239844,0.15639170573296263,0.1710477842219173,0.092157215702166,0.0861433807583904,0.08270308358933579,0.031952619155885216,0.03559029152648344,0.006896542583320279,0.6411566743118471,0.41353692804001785,1.0599889670842981,1.1639524953119653,1.2629485746225921,0.8559089894934717,1.0548175541865692,0.8872395333100352,14.0
S002681,structural_integration,integration,3,2702268871,56.0,60,4,8,10,15,12,0.022563752983330947,0.03936847727056475,0.2594856334631268,0.04272096951674275,0.16384796362063173,0.14632314210822372,0.14287874702909412,0.047608618601509584,0.06349931584567681,0.054606498559180046,0.032346867016242356,0.005932046915072343,0.4814789402270854,0.3588488596341991,0.9708166860153568,1.2570745326641932,1.0732692805753958,0.8614744954995565,1.0776161947261975,1.0261936187143945,14.0
S002682,structural_integration,integration,3,2703268874,56.0,60,4,8,10,15,12,0.028436704346573694,0.08056472322827088,0.2944962145179263,0.01705675712161467,0.14539692291294845,0.2654141353246207,0.07025760101113565,0.04855753382092056,0.020427740837249585,0.06619509167681051,0.015966888204094462,0.010529220036634342,0.682459207021692,0.1835371749887628,0.9584318458236255,1.0494015052698074,1.0460042992792074,1.449822044354269,1.2724278043707635,1.0170551924586653,14.0
S002683,structural_integration,integration,3,2704268877,56.0,60,4,8,10,15,12,0.019390343789304033,0.04491714656144204,0.3129491963402177,0.05351883163780088,0.14669909953114207,0.19938720902962134,0.06302958635421914,0.05385732744700922,0.06513502027851038,0.07795444018999378,0.03267841315186886,0.0013540113725258702,0.4662625718393967,0.24970761215765702,1.0314685305057023,1.1942893380578452,1.4727759740358484,1.1660288292952814,1.2202985700954088,0.9188786851380678,14.0
S002684,structural_integration,integration,3,2705268880,56.0,60,4,8,10,15,12,0.021026847828174152,0.07917079706494155,0.18994297477120908,0.03631033293076314,0.10104823498981211,0.25838524360175386,0.07923066803943693,0.11603099418620225,0.02553728145996952,0.04510355795468877,0.02737918540155726,0.006559279845653342,0.6679256387976105,0.2999500975609253,1.117331516435118,1.0123075743267522,1.3053131604551422,1.2681620461418641,1.1305692059635342,0.7748224234313855,14.0
S002685,structural_integration,integration,3,2706268883,56.0,60,4,8,10,15,12,0.0205333411704104,0.041681604554393195,0.20946706037453533,0.026827541185127632,0.10587772134416792,0.2022262332251274,0.10249234099689256,0.04556624977150696,0.047949808730881074,0.0550911881220204,0.016697296165881764,0.009801313739085465,0.45251145382081603,0.34079185744616586,1.1956547922683773,1.0106701016308635,1.1024075446812458,1.3814949650251271,1.162164781971702,0.8019309936368645,14.0
S002686,structural_integration,integration,3,2707268886,56.0,60,4,8,10,15,12,0.029694375211426958,0.07619653277085178,0.13895713916398766,0.017792248731970026,0.1980620098087161,0.15349052707946823,0.10541436569996618,0.1198719939396248,0.02695782990309736,0.02832794029566952,0.01000525318833375,0.006745048290357086,0.4654008206243554,0.11651475540348263,1.2548573151505904,1.1711802851052853,1.2934417116807246,0.8842796564800836,1.3710706690447658,0.763456241635947,14.0
S002687,structural_integration,integration,3,2708268889,56.0,60,4,8,10,15,12,0.030377760897828083,0.05061864021120233,0.14391305317353528,0.025436978888459034,0.16529800095078032,0.24981321370624424,0.09146488071523799,0.08280578813617774,0.03130965609130102,0.033310145628786494,0.01307832559311198,0.0014849305488661918,0.8222376088178998,0.3278753990495434,1.1059387296742198,1.0583235064964729,0.9826505638102306,0.9242483898523952,1.045859738942401,0.786729716332083,14.0
S002688,structural_integration,integration,3,2709268892,56.0,60,4,8,10,15,12,0.015214764224718517,0.05144377179724854,0.2040927573510866,0.05927762408533263,0.17676156777851285,0.14708994764065392,0.116478599175026,0.08893881997623304,0.030199582104390027,0.0730511500250247,0.025154947063712286,0.0040209116620018165,0.5028481274939007,0.33764488741130744,1.0174316719008731,1.1128010198800138,1.254491290467898,1.2840820761535787,0.9897263964238666,0.7284317271646386,14.0
S002689,structural_integration,integration,3,2710268895,56.0,60,4,8,10,15,12,0.029854148781379007,0.04072481956547747,0.20892368229656258,0.019857744880562,0.18864601944527926,0.15753411112754795,0.06795089764474323,0.056598816423177566,0.07424814428815736,0.05453364205813007,0.011193029781629765,0.0017401372838154734,0.6899979652542105,0.21052827911702343,1.2255548591569927,1.1596708522666097,1.0147081789734906,1.3641268311704011,1.0976687341647857,0.9548891799711935,14.0
S002690,structural_integration,integration,3,2711268898,56.0,60,4,8,10,15,12,0.033264203274262986,0.04998604465584706,0.28093921828961094,0.043766297360052185,0.15347899579988106,0.21749697161223125,0.17199191691603147,0.07974422944100579,0.07385273214971227,0.028694935032295296,0.012406924582725564,0.007910531978565885,0.8315349174750779,0.12416215037384626,1.2824748802985866,1.1613865662359812,1.110497561899746,1.0113962415170585,1.0360961517678131,0.8468022307075833,14.0
S002691,structural_integration,integration,3,2712268901,56.0,60,4,8,10,15,12,0.013424985611262997,0.04247988668143926,0.1257121336905958,0.021724930132503255,0.11548334243272264,0.2003360001792087,0.11734198459642874,0.10483663172126201,0.05879763500542168,0.0635037909034871,0.04392373632794963,0.002069630786459811,0.5430759444257718,0.10482788837339596,1.193553345632286,1.0178780021428517,1.4350555144045447,1.074794840750515,0.9051091464897056,0.851958404264628,14.0
